question_text,Subject,grade,chapter,question_id,total_attempt,3PL,learning_unit,learning_objective,competency_score,competency_score_range,Bloom_tag,Predicted_competency_score_range
Observe the number line given below.Statement 1: The number line represents the multiplication of two odd numbers.Statement 2: The number line represents the addition of odd numbers.Which of the following holds true for the two statements?,Mathematics,6,Whole numbers,2437,88,-0.0454623740767572,Multiplication of whole numbers on number line,Real-world applications of multiplication of whole numbers on the number line.,0.511363636363636,50-60%,Apply,50-60%
"Two substances P and Q were burnt in the presence of air. P produces R and heat and light whereas Q on burning produces S and heat and light. R is a greenhouse gas and contributes to global warming. On the other hand, S is formed along with white bright light. Identify the option that correctly identifies P, Q, R and S.",Chemistry,8,Combustion and Flame,11498,268,-0.0447836026269733,Definition and Explanation of Combustion,Demonstrate how the design of shoe soles or car tyres affects the frictional force on different surfaces.,0.511194029850746,50-60%,Apply,50-60%
"On removing ________ from the collection of integers, we get positive integers.",Mathematics,6,Integers,19854,45,-0.0444517625708336,Definition of positive integers,"Given a set of side measurements, determine whether a given triangle is an isosceles triangle or not.",0.511111111111111,50-60%,Apply,50-60%
How can a decimal number be converted into a percentage?,Mathematics,7,Comparing Quantities,22319,135,-0.0444517625708336,Conversion of decimal number to percentage,Classify whether the given pair of angles are supplementary.,0.511111111111111,50-60%,Apply,50-60%
"Karan conducted research on the characteristics of various fuels and compiled the data in the form of a table, as shown below.Based on this data, which of these fuels would be the best?",Chemistry,8,Combustion and Flame,17862,45,-0.0444517625708336,"Definition, Types, and Characteristics of Fuel","Describe in their own words why friction is essential for certain real-world activities, such as walking or driving.",0.511111111111111,50-60%,Understand,40-50%
"Karan conducted research on the characteristics of various fuels and compiled the data in the form of a table, as shown below.Based on this data, which of these fuels would be the best?",Chemistry,8,Combustion and Flame,17862,45,-0.0444517625708336,"Definition, Types, and Characteristics of Fuel","Describe in their own words why friction is essential for certain real-world activities, such as walking or driving.",0.511111111111111,40-50%,Understand,40-50%
Which of the following is a nitrogenous compound?,Biology,7,Nutrition in plants,204,409,-0.0440168854167742,Nitrogen Source and Fate in Plants,Apply your understanding to classify a variety of materials based on their transparency or opacity.,0.511002444987775,50-60%,Apply,50-60%
"
The length of a rectangle is twice its width. If the perimeter of the rectangle is 24 cm, find its length and width.
",Mathematics,7,Simple equations,18696,182,-0.0439631234211159,Real life application of solving simple equations,Apply the knowledge of constructing double bar graphs to create one based on given data sets.,0.510989010989011,50-60%,Apply,50-60%
"What impact would have on the soil, if all the species in the image, along with their related species disappear from the earth?",Biology,7,Nutrition in plants,13942,274,-0.0438026226583931,Different types of soil replenishment methods,"Describe how specific household activities (like washing, cleaning, and cooking) generate wastewater and contribute to pollution.",0.510948905109489,50-60%,Understand,50-60%
Which of the following is correct ?,Mathematics,7,Fractions and Decimals,15384,280,-0.0428637044317821,Division of a decimal number by multiples of 10,State the rule that division of any integer by 0 is not defined.,0.510714285714285,50-60%,Remember,50-60%
Which row correctly identifies the meaning and examples of fuels?,Chemistry,8,Combustion and Flame,11656,237,-0.0422003544903764,"Definition, Types, and Characteristics of Fuel",Demonstrate how the design of shoe soles or car tyres affects the frictional force on different surfaces.,0.510548523206751,90-100%,Apply,50-60%
Which row correctly identifies the meaning and examples of fuels?,Chemistry,8,Combustion and Flame,11656,237,-0.0422003544903764,"Definition, Types, and Characteristics of Fuel",Demonstrate how the design of shoe soles or car tyres affects the frictional force on different surfaces.,0.510548523206751,50-60%,Apply,50-60%
What is the area of the given square?               ,Mathematics,6,Mensuration,6296,427,-0.0421608108242781,Area of a square using formula,State the definition of data and information and differentiate between them by highlighting their distinct characteristics.,0.510538641686182,50-60%,Remember,50-60%
"If the product on multiplying (−1), 10 times is 1, then what will be the product on multiplying (−1), 15 times?",Mathematics,7,Integers,287,145,-0.0413852161628543,Multiplication of three or more negative integers,Apply the concept of equation solutions to solve simple problems.,0.510344827586206,50-60%,Apply,50-60%
"The student takes 10 mL of hydrochloric acid solution, adds 2-3 drops of phenolphthalein indicator, and then gradually adds sodium hydroxide solution until the phenolphthalein changes colour  to pink. The image shows the changes.When one drop of hydrochloric acid is added to this pink solution, it again turns colourless indicating the completion of the  neutralisation reaction. What can be concluded about phenolphthalein from this reaction?",Chemistry,7,Acids bases and salts,14074,194,-0.0412429585340489,Using Phenolphthalein as an Indicator,Apply knowledge to describe the role of microorganisms in the nitrogen cycle.,0.510309278350515,50-60%,Apply,50-60%
The number 54x77 is divisible by 3. Which of the following cannot be the values of x?,Mathematics,6,Playing with numbers,17745,49,-0.0408219945202551,Test for divisibility by 3,Apply the rule for divisibility by 2 to determine if a number is divisible by 2 or not.,0.510204081632653,50-60%,Apply,50-60%
"Identify the random experiments from the given set of experiments.
1. Tossing a biased coin that always results in tail.2. Picking a red colour ball from a box containing red and blue balls.
3. Drawing a card from a deck of 52 cards.

",Mathematics,8,Data Handling,17930,49,-0.0408219945202551,Definition of random experiment,Convert whole numbers into exponential form.,0.510204081632653,50-60%,Apply,50-60%
The table shows some animals grouped in group P and group Q based on the type of food that they eat.                                 Which option correctly lists other animals that can be included in group P and group Q?,Biology,6,Food-where does it come from,9924,202,-0.0396091380950458,Food habits of various animals,Apply the distributive property to simplify and evaluate mathematical expressions involving multiplication and subtraction of integers.,0.509900990099009,70-80%,Apply,50-60%
The table shows some animals grouped in group P and group Q based on the type of food that they eat.                                 Which option correctly lists other animals that can be included in group P and group Q?,Biology,6,Food-where does it come from,9924,202,-0.0396091380950458,Food habits of various animals,Apply the distributive property to simplify and evaluate mathematical expressions involving multiplication and subtraction of integers.,0.509900990099009,50-60%,Apply,50-60%
"Shruti purchased a washing machine for ₹ 14,500 and an air conditioner for ₹ 26,700. She sold the washing machine for ₹ 16,100 and the air-conditioner for ₹ 28,100. Find the total profit earned by Shruti on selling both products.",Mathematics,7,Comparing Quantities,20459,51,-0.0392207131532811,Definition of profit,Identify and name all the altitudes for the given triangle.,0.509803921568627,50-60%,Understand,50-60%
"Three students observed the light striking a plane mirror, and their observations are listed below:Which of the above observation(s) is/are incorrect?",Physics,6,"Light, shadow and reflection",4997,51,-0.0392207131532811,Demonstration of reflection of light,Apply the knowledge of perfect cubes to identify perfect cube numbers and calculate their values.,0.509803921568627,50-60%,Apply,50-60%
What happens to the sperm after it leaves the testis? Describe the correct journey of the sperm.,Biology,8,Reproduction in Animals,12189,51,-0.0392207131532811,Male reproductive system in humans,Demonstrate the change in pressure with depth by setting up a simple water column experiment using a transparent container with marked levels.,0.509803921568627,50-60%,Apply,50-60%
"A bar magnet is broken into two parts, and the newly formed magnets attract each other as shown in the picture. Which of the following set(s) of poles is/are possible? Set 1:  1- South, 2- South, 3- NorthSet 2:  1- North, 2- North, 3- SouthSet 3: 1- South, 2- North, 3- South",Physics,6,Fun with magnets ,7483,53,-0.0377403279828469,Identification of poles of different magnets,"Explain the concept of division, including the dividend, divisor, quotient, and remainder.",0.50943396226415,50-60%,Understand,50-60%
A student plans to conduct an experiment to study the formation of rust on iron. The absence of which of the following will not change the result?,Chemistry,7,Physical and chemical changes,3884,273,-0.0366341331797802,Rusting of Iron as a Chemical Change,Students will match secretions with their respective organs and corresponding functions in digestion.,0.509157509157509,50-60%,Apply,50-60%
If 5170x is divisible by 6 then what could be the possible value of x?,Mathematics,6,Playing with numbers,17071,57,-0.0350913198112701,Test for divisibility by 6,Apply the rule for divisibility by 5 to determine if a number is divisible by 5 or not.,0.508771929824561,50-60%,Apply,50-60%
What is the correct relation between the loudness and the amplitude of sound?,Physics,8,Sound,19591,61,-0.0327898228229909,Loudness and pitch of sound,Apply your understanding to describe the specific cellular structures in plants where respiration occurs and demonstrate respiration in plants.,0.508196721311475,50-60%,Apply,50-60%
What is the additive inverse of – 15 + 12?,Mathematics,6,Integers,2574,260,-0.0307716586667535,Additive inverse of integers,Apply the rules of subtracting integers to solve arithmetic and practical subtraction problems.,0.507692307692307,50-60%,Apply,50-60%
An industry makes use of a fuel “X”. It is present in gaseous state. It produces least harmful gases and a large amount of heat energy on combustion as compared to other fuels listed in the table below. Identify fuel X.,Chemistry,8,Combustion and Flame,11660,132,-0.0303053494953289,"Definition, Types, and Characteristics of Fuel",List the advantages of friction encountered in daily life.,0.507575757575757,50-60%,Remember,50-60%
"Ram had x number of chapatis. After he ate 1 chapati, only 2 chapatis were left. Choose the correct equation which signifies the above statement and solve it using trial and error method.",Mathematics,7,Simple equations,5337,134,-0.0298529631496812,Solution of a simple equation by trial and error method,Apply the concept of the range of observations to calculate the range of a given data set.,0.507462686567164,50-60%,Apply,50-60%
"Adiba takes two test tubes and labels them as “X” and “Y”. She adds the same amount of freshly prepared limewater in both the test tubes. She then uses a syringe and a straw to push the air present inside the syringe into the limewater filled inside the test tube “X”. She uses another straw to blow bubbles from her mouth into the test tube “Y”. The image shows the activity done by Adiba.Adiba observes that the limewater filled in test tube “X” remains almost the same, while the limewater filled in test tube “Y” immediately turns milky. What could be the possible reason behind this?",Biology,7,Respiration in organisms,17032,412,-0.0291282729230237,Comparison of the composition of inhaled and exhaled air,Explain why the commutative property is inapplicable to integer subtraction.,0.507281553398058,50-60%,Understand,50-60%
Which of the following expressions can be used to determine 2% of 10?,Mathematics,7,Comparing Quantities,20525,69,-0.0289875368732524,Calculation of percentage of amount,Identify the transversals of parallel and non-parallel lines.,0.507246376811594,50-60%,Apply,50-60%
"In a cup of tea made by Deepti, there is one-fourth of a cup of cow milk and two-fourth of a cup of water and the remaining is tea leaves and sugar. The proportions of these ingredients are also shown in the following pie chart.                    Which region(s) of the pie chart show the portion of food items obtained from animals?",Biology,6,Food-where does it come from,9832,69,-0.0289875368732524,Plants and animals-based food sources,Apply the knowledge of integer comparison to correctly order integers,0.507246376811594,50-60%,Apply,50-60%
Choose the best situation which represents the below number line.,Mathematics,6,Whole numbers,2540,418,-0.0287101058824312,Subtraction of whole numbers on number line,Explain how the concept of adding whole numbers on a number line involves finding the sum between their individual values.,0.507177033492823,50-60%,Understand,50-60%
Shreya checked for the presence of starch in the purple leaves of basil plant using a starch-iodine test. What colour change will be observed in the leaves?,Biology,7,Nutrition in plants,2081,304,-0.0263173083173733,"Elements in the Photosynthesis(stomata, vessels, pigments)",Apply your understanding to classify a range of materials based on their hardness and softness characteristics.,0.506578947368421,50-60%,Apply,50-60%
"During a science fair project, Kritika investigated the effect of fluid viscosity on the speed of a marble rolling down a ramp as shown in the image.She used a consistent ramp angle and measured the time it took a marble to roll down the ramp submerged in three different liquids: honey, water and vegetable oil. Based on the data, how long will it likely take the marble to roll down the ramp submerged in water?",Physics,8,Friction ,14960,79,-0.02531780798429,Factors affecting fluid friction,"Apply the knowledge of anaerobic respiration in yeast to describe how it is used in processes like bread-making and brewing, and explain the importance of these processes in daily life.",0.50632911392405,50-60%,Apply,50-60%
Write the equation that says the length of the green line segment is equal to the length of the red line segment.,Mathematics,7,Simple equations,16064,330,-0.0242436116099929,Conversion of statements into simple equations,Apply the DMAS rule to evaluate numerical expressions involving fractions,0.506060606060606,50-60%,Apply,50-60%
The table given below shows the products of aerobic and anaerobic respiration. Which of the following row correctly categorises the products of aerobic and anaerobic respiration?,Biology,7,Respiration in Organisms,4337,257,-0.023347363996991,"Introduction to cellular, aerobic and anaerobic respiration",Convert temperatures between the Celsius and Fahrenheit scales,0.505836575875486,50-60%,Apply,50-60%
Following are  the steps to test the presence of proteins in a food item.Examine the steps and select the sequence of the steps in chronological order.,Biology,6,Components of Food ,540,621,-0.0225452383210563,Definition of proteins and its qualitative tests.,Identify examples where division of whole numbers demonstrates the non-associativity.,0.505636070853462,50-60%,Apply,50-60%
Write the numerals for “Eight crore eighty thousand eight hundred eight” in Indian System of Numeration.,Mathematics,6,Knowing our numbers,13153,370,-0.0216224640131654,Reading and writing large numbers in Indian System of Numeration,Convert written descriptions of large numbers into their corresponding numerical values using the Indian System of Numeration.,0.505405405405405,50-60%,Apply,50-60%
Which of the following crops are dependent on monsoons?,Biology,8,Crop production and management,10225,93,-0.0215062052209636,"Definition of Broad Cropping Patterns in India
",Apply the knowledge of physical and chemical changes to classify given examples.,0.505376344086021,50-60%,Apply,50-60%
Observe the number line given below.Statement 1: The number line represents the multiplication of an even and odd number.Statement 2: The number line represents the addition of even numbers.Which of the following holds true for the two statements?,Mathematics,6,Whole numbers,2431,99,-0.0202027073175195,Multiplication of whole numbers on number line,Real-world applications of multiplication of whole numbers on the number line.,0.505050505050505,50-60%,Apply,50-60%
Identify the row that gives the correct information.,Chemistry,8,Combustion and Flame,11500,206,-0.0194180858571016,Combustible and Non-combustible substances,default,0.504854368932038,40-50%,Analyse,40-50%
"Observe the given number line.If the operation represented by the number line is 0 + 10 + 5 + P, obtain the value of P.",Mathematics,6,Whole numbers,15796,236,-0.0169495583137732,Mixed operation of addition and subtraction of three or more whole numbers with number line.,"Describe the characteristics of ideal fuels, including high energy content and stability.",0.504237288135593,40-50%,Understand,40-50%
"
Which statement(s) about curves is/are true?Statement 1: A curve is a continuous line.
Statement 2: A curve has bends and both sharp turns.
",Mathematics,6,Basic geometrical ideas,23066,121,-0.0165293019512104,Definition of curve,Define parallel lines.,0.504132231404958,40-50%,Remember,40-50%
Read the following statements regarding pseudopodia in Amoeba.Which of these statements is correct?,Biology,7,Nutrition in animals,636,256,-0.0156253179030808,"Feeding, Digestion and Egestion in Amoeba",Differentiate between objects made of a single material and those composed of multiple materials.,0.50390625,40-50%,Understand,40-50%
Read the following statements and identify the ones that represent the characteristic features of the photosynthesis process.,Biology,7,Nutrition in plants,9679,133,-0.0150378773645406,"Elements in the Photosynthesis(stomata, vessels, pigments)",Apply/Demonstrate your understanding to classify various materials based on their solubility in water.,0.50375939849624,40-50%,Apply,40-50%
Read the following statements and identify the ones that represent the characteristic features of the photosynthesis process.,Biology,7,Nutrition in plants,9679,133,-0.0150378773645406,"Elements in the Photosynthesis(stomata, vessels, pigments)",Apply/Demonstrate your understanding to classify various materials based on their solubility in water.,0.50375939849624,90-100%,Apply,40-50%
Read the following statements and identify the ones that represent the characteristic features of the photosynthesis process.,Biology,7,Nutrition in plants,9679,133,-0.0150378773645406,"Elements in the Photosynthesis(stomata, vessels, pigments)",Apply/Demonstrate your understanding to classify various materials based on their solubility in water.,0.50375939849624,30-40%,Apply,40-50%
Read the following statements and identify the ones that represent the characteristic features of the photosynthesis process.,Biology,7,Nutrition in plants,9679,133,-0.0150378773645406,"Elements in the Photosynthesis(stomata, vessels, pigments)",Explain how the property of solubility in water can be used to categorize and group materials.,0.50375939849624,40-50%,Understand,40-50%
Which of the following statements correctly compares photosynthesis and respiration in plants?,Biology,7,Respiration in Organisms,18776,135,-0.0148150857851404,Compare Photosynthesis and Respiration in Plants,Apply the concepts of reflection in each type of mirrors to solve simple problems or to illustrate real-world applications.,0.503703703703703,40-50%,Apply,40-50%
"If (3X)3 = PQRST, which of these statements is correct?",Mathematics,8,Cubes and cube roots,19014,290,-0.0137933221323358,Properties of cube of a number,State the distributive property of multiplication over addition for rational numbers.,0.503448275862069,40-50%,Remember,40-50%
Read the following statements and choose the correct option that accurately describes the purpose of slippery scales in a fish.  They protect the fish.They help them to change direction.They help them in easy movement through the water.They help them to use oxygen dissolved in water.,Biology,6,The Living Organisms — Characteristics and Habitats,5740,153,-0.0130720815673527,"Adaptations in various aquatic plants and animals, and frogs.",Recall the chronological order of transportation advancements.,0.503267973856209,40-50%,Remember,40-50%
The diagram shows the digestive system of a rabbit.X is a large sac-like structure that helps in the digestion of cellulose. Identify the structure X.,Biology,7,Nutrition in animals,15721,195,-0.0102565001671891,Digestion in Cud-Chewing Herbivore Animals,Differentiate between objects made of a single material and those composed of multiple materials.,0.502564102564102,40-50%,Understand,40-50%
"Rohan labeled three gardening pots as X, Y, and Z and planted the same non-legume plant in each pot. He watered all the pots equally but added manure to pot X, fertiliser to pot Z, and nothing to pot Y. What observations will he make after a few weeks?",Biology,7,Nutrition in plants,13895,454,-0.0088106296821549,Different types of soil replenishment methods,List the main components of a sewage transport system.,0.502202643171806,40-50%,Remember,40-50%
Consider the following prime factorisation: 1404 = 2 × 2 ×3 × 3 ×  3 × 13.Which expression will result in a perfect cube?,Mathematics,8,Cubes and cube roots,19072,257,-0.0077821404420549,Use of prime factorisation to make a perfect cube,"Describe the concept of solving equations with variables on both sides, emphasising the steps involved in isolating the variable and simplifying the equation.",0.501945525291828,40-50%,Understand,40-50%
"The number 34,999 when rounded off to the nearest thousand is _______ and to the nearest ten thousand is ___________.",Mathematics,6,Knowing our numbers,60,26,0.0,Estimation of whole numbers to the nearest place by rounding off,Analyze and write the effects of different digits on rounding whole numbers.,0.5,40-50%,Analyse,40-50%
What is the possible value of m?,Mathematics,6,Whole numbers,5055,224,0.0,Representation of whole numbers on a number line,Apply the concept of successor in real-life situations.,0.5,40-50%,Apply,40-50%
"Nandini sold 12 times more speakers in the year 2024 than she did in the year 2023. She sold 10 speakers in 2023. Based on the given information, consider the following claims:Claim 1: The number of speakers sold in the year 2024 is even because it has 0 at its ones place.Claim 2: The number of speakers sold in the year 2024 is odd because the product of two even numbers is odd.Which of these claim(s) is/are correct?",Mathematics,6,Playing with numbers,18501,36,0.0,Even number,"Analyse the characteristics that differentiate composite numbers from prime numbers, focusing on their divisors.",0.5,40-50%,Analyse,40-50%
"
",Mathematics,6,Playing with numbers,18418,22,0.0,Test for divisibility by 8,Find out the divisibility rule for 6.,0.5,40-50%,Understand,40-50%
"In the given figure, if ∠4 = 29o, then find out the measurement of ∠3 and ∠2.",Mathematics,6,Basic geometrical ideas,3561,40,0.0,Definition and identification of intersecting lines,Apply the knowledge of lines to identify and represent them in geometric diagrams.,0.5,40-50%,Apply,40-50%
Assertion: A shape with one or more curved sides can never be a polygon.Reason: Polygons are defined as shapes with straight sides and vertices.,Mathematics,6,Basic geometrical ideas,1474,36,0.0,Definition and elements of a polygon,Demonstrate and define the region of a closed curve.,0.5,40-50%,Understand,40-50%
"Consider the statements given below.Statement I: The count of integers is 4 more than the count of whole numbers between – 3 to 8.Statement II: Between 0 to 2, there are 2 integers and 1 natural number.Which of these statements is/are correct?",Mathematics,6,Integers,20844,26,0.0,Definition of integers,Define a straight angle.,0.5,40-50%,Remember,40-50%
"Write and compare the values of a and b, which represents the fractions of the coloured parts of the given figures. Consider each shape as a whole.",Mathematics,6,Fractions,4971,78,0.0,Comparison of fractions,Represent fractions on the number line.,0.5,40-50%,Apply,40-50%
Observe the given data for the fruits sold in kg by a fruit seller.Which of the given bar graphs is drawn correctly for the given data?,Mathematics,6,Data Handling,18149,22,0.0,Construction of bar graphs (horizontal and vertical),"Examine how comparing decimal numbers involves evaluating the impact of digits in the tenth, hundredths and thousandths places.",0.5,40-50%,Analyse,40-50%
"A baker prepares chocolates in two different sizes as shown below-If their areas are 84 sq cm and 64 sq cm respectively, calculate the difference in their lengths.",Mathematics,6,Mensuration,7809,56,0.0,Area of a rectangle using formula,"Describe the concept of data as raw facts or observations, and explain how information is derived from processed data with context and meaning.",0.5,40-50%,Understand,40-50%
"Raman found the product of 3 numbers to be û − 192. If two of the numbers are − 4 and – 6, then what is the third number?",Mathematics,7,Integers,13234,34,0.0,Multiplication of three or more negative integers,"Recall the definition of an equation and its components (LHS, RHS, and equal sign).",0.5,40-50%,Remember,40-50%
"What is the difference between the product of 3, 6, 9 and − 3,− 6,− 9?",Mathematics,7,Integers,13229,54,0.0,Multiplication of three or more negative integers,"Recall the definition of an equation and its components (LHS, RHS, and equal sign).",0.5,40-50%,Remember,40-50%
"The product of two numbers is 20.3125. If one of them is 6.25, find the other.",Mathematics,7,Fractions and Decimals,716,46,0.0,Division of a decimal number by another decimal number,Explain why division of 0 by any non-zero integer results in 0.,0.5,40-50%,Understand,40-50%
Which one of the following statements is true about the trial and error method for solving  4z + 3 = 11?,Mathematics,7,Simple equations,2748,48,0.0,Solution of a simple equation by trial and error method,Apply the concept of mode of observations to identify the mode in a given data set.,0.5,40-50%,Apply,40-50%
Whose explanation is/are correct for proving that adding or subtracting the number from both sides is the same as transposing a number?,Mathematics,7,Simple equations,5867,52,0.0,Solution of a simple equation by transpose method,Analyse different data sets and determine when using the median of observations is appropriate for describing central tendency.,0.5,40-50%,Analyse,40-50%
Whose explanation is/are correct for proving that adding or subtracting the number from both sides is the same as transposing a number?,Mathematics,7,Simple equations,5867,52,0.0,Solution of a simple equation by transpose method,Apply the concept of median of even/odd number of observations to find the median of a given data set.,0.5,40-50%,Apply,40-50%
"In equation 7y – 6 = 15, we can add 6 to RHS and LHS to solve the equation. Now, whose statement is/are correct?Sara: The equation we get is the same as the equation we get by transposing – 6 from LHS to RHS.Jay: The value of LHS in the equation will become smaller than the value of the RHS if we transpose – 6 from LHS to RHS.",Mathematics,7,Simple equations,5868,32,0.0,Solution of a simple equation by transpose method,State the definition of the median of observations and explain its role in finding the central value in a data set.,0.5,40-50%,Remember,40-50%
"
Ankur has 4 stickers more than three times the number of stickers Manu has. Ankur has 28 stickers.
Based on the given information which of the following statements is/are correct?Statement I: Manu has 8 stickers.
Statement II: The total number of stickers they have is 32.

",Mathematics,7,Simple equations,18693,94,0.0,Real life application of solving simple equations,Explain the concept of constructing a double bar graph and the purpose of arranging bars side by side.,0.5,40-50%,Understand,40-50%
A company manufactured 450 bottles per day with a cost of ₹10 per bottle. On Sunday they created more bottles than usual and incurred a total cost of ₹ 5600. How many extra bottles were manufactured on Sunday?,Mathematics,7,Simple equations,5347,96,0.0,Real life application of solving simple equations,State the definition of probability and explain its significance in determining the likelihood of events.,0.5,40-50%,Remember,40-50%
"In which of the following figures, the line n is NOT a transversal?",Mathematics,7,Lines and Angles,3456,30,0.0,Definition of transversal,Explain how same-number operations preserve equation balance.,0.5,40-50%,Understand,40-50%
Match the following:,Mathematics,6,Understanding Elementary Shapes,7038,26,0.0,Definition of an obtuse angled triangle,Identify perpendicular bisector in the given figures.,0.5,70-80%,Apply,70-80%
Match the following:,Mathematics,7,Data Handling,7038,26,0.0,Definition of median of the data,Verify that the product of decimal numbers by multiples of 10 in order to infer the right shift in decimal point.,0.5,60-70%,Evaluate,40-50%
Match the following:,Mathematics,7,Data Handling,7038,26,0.0,Definition of median of the data,Verify that the product of decimal numbers by multiples of 10 in order to infer the right shift in decimal point.,0.5,40-50%,Evaluate,40-50%
Match the following:,Mathematics,7,Comparing Quantities,7038,26,0.0,Conversion of fractional numbers to percentage,Classify whether the given pair of angles are complementary.,0.5,70-80%,Apply,70-80%
Match the following:,Mathematics,7,Comparing Quantities,7038,26,0.0,Conversion of fractional numbers to percentage,Find the complement of the given angle.,0.5,40-50%,Understand,80-90%
Match the following:,Mathematics,7,Comparing Quantities,7038,26,0.0,Conversion of fractional numbers to percentage,Find the complement of the given angle.,0.5,60-70%,Understand,80-90%
Match the following:,Mathematics,7,Comparing Quantities,7038,26,0.0,Conversion of fractional numbers to percentage,Find the complement of the given angle.,0.5,80-90%,Understand,80-90%
Match the following:,Mathematics,7,Comparing Quantities,7038,26,0.0,Conversion of fractional numbers to percentage,Define complementary angles.,0.5,50-60%,Remember,50-60%
Match the following:,Mathematics,7,Algebraic Expressions,7038,26,0.0,Evaluation of algebraic expressions,"Analyse the impact of changes in principal, interest rate and time on the calculated simple interest amount.",0.5,60-70%,Analyse,60-70%
Match the following:,Mathematics,7,Algebraic Expressions,7038,26,0.0,Evaluation of algebraic expressions,"Calculate the simple interest earned or paid on a given principal amount, interest rate and time period.",0.5,60-70%,Apply,70-80%
Match the following:,Mathematics,7,Algebraic Expressions,7038,26,0.0,Evaluation of algebraic expressions,"Calculate the simple interest earned or paid on a given principal amount, interest rate and time period.",0.5,70-80%,Apply,70-80%
Match the following:,Mathematics,7,Algebraic Expressions,7038,26,0.0,Evaluation of algebraic expressions,"Calculate the simple interest earned or paid on a given principal amount, interest rate and time period.",0.5,60-70%,Apply,70-80%
Match the following:,Mathematics,7,Algebraic Expressions,7038,26,0.0,Evaluation of algebraic expressions,"Explain the concept of simple interest and how it is calculated based on the principal amount, interest rate, and time period.",0.5,60-70%,Understand,60-70%
Match the following:,Mathematics,8,Algebraic expressions and identities,7038,26,0.0,Algebraic identity for (a+b)^2,Find unknown angles of a quadrilateral using angle sum property of a quadrilateral for various types of quadrilateral.,0.5,70-80%,Apply,70-80%
Match the following:,Biology,6,Getting to know plants ,7038,26,0.0,"Modification of Stem - Storage of Food, Support, Manufacturing Food",Demonstrate the repulsion and attraction between different poles of magnets using a simple experiment.,0.5,50-60%,Apply,70-80%
"Fill in the blanks with the correct option.When both the numerator and the denominator of a rational number are either                     or                       , the rational number is said to be a positive rational number.",Mathematics,7,Rational Numbers,7487,50,0.0,Definition of positive rational number,Explain the roles of the hypotenuse as both the longest side and opposite to the right angle.,0.5,40-50%,Understand,40-50%
The altitude of an airplane is twice the altitude of a helicopter. The altitude of a submarine is the additive inverse of the altitude of an airplane. Which of the following could be the possible altitudes of the helicopter and the submarine?,Mathematics,7,Rational Numbers,22525,70,0.0,Additive inverse of rational number,"Explain the relationship between fractions, percentages, and their role in comparing quantities and proportions.",0.5,40-50%,Understand,40-50%
What is the result when 5x2 − 3xy + 2x − 4y is subtracted from 7x2 + 2xy − 3x + 5y?,Mathematics,7,Algebraic Expressions,19523,30,0.0,Subtraction of algebraic expressions,State the definition of loss.,0.5,40-50%,Remember,40-50%
Compare the following numbers expressed in exponential form: 26 and 82.,Mathematics,7,Exponents and Powers,6507,54,0.0,Definition of base of a number,"State that rational numbers are numbers that can be expressed as fractions, where the numerator and denominator are integers and the denominator is not zero.",0.5,40-50%,Remember,40-50%
Which of the following options is correct for (−4)3 ÷ (−6)3?,Mathematics,7,Exponents and Powers,17815,24,0.0,Law of quotient of power with the same exponent for integers,Place given rational numbers on a number line.,0.5,40-50%,Apply,40-50%
"If TYPE is a parallelogram, then find the value of a and b.",Mathematics,8,Understanding Quadrilaterals,10692,46,0.0,"Properties of a parallelogram (related to its angles, sides and diagonals)","Explain the rationale behind adding like terms, demonstrating comprehension of the rules.",0.5,40-50%,Understand,40-50%
______ is a quadrilateral with exactly two distinct consecutive pairs of equal sides and a pair of equal opposite angles formed between the two adjacent non-equal sides.,Mathematics,8,Understanding Quadrilaterals,10785,26,0.0,"Properties of a kite (related to its angles, sides and diagonals)",Apply the concept of subtracting algebraic expressions to simplify practical situations.,0.5,40-50%,Apply,40-50%
Observe the pattern below.Which pair of triangular numbers sum to a square number?,Mathematics,8,Squares and square roots,11731,46,0.0,Addition of consecutive triangular numbers resulting to square number,Apply the law of product of power with the same exponent to simplify expressions involving whole numbers.,0.5,40-50%,Apply,40-50%
Observe the pattern given below.152 = 225 = (1 × 2)hundred + 25252 = 625 = (2 × 3)hundred + 25352 = 1225 = (3 × 4)hundred + 25452 = 2025 = (4 × 5)hundred + 25 Write the general rule for finding the square of the number of the form n5.,Mathematics,8,Squares and square roots,10320,32,0.0,Methods to find square of number without actual multiplication,Apply the procedure for converting decimal numbers into standard form to given decimal values.,0.5,40-50%,Apply,40-50%
Fill in the boxes the missing numbers to obtain the square root of 9.,Mathematics,8,Squares and square roots,10392,28,0.0,Square root of perfect square number through repeated subtraction,Apply the process of converting small numbers into standard form for various numerical values.,0.5,40-50%,Apply,40-50%
Identify the concave polygons in the given figure.,Mathematics,8,Understanding Quadrilaterals,10735,46,0.0,Definition of concave polygon,Analyse how the number of sides in a polygon affects its interior angle sum.,0.5,40-50%,Analyse,40-50%
"Determine all possible Pythagorean triplets where one of the members in the triplet is 24.P. 10, 24 and 26.
Q. 24, 18 and 30.R. 24, 143 and 145.S. 24, 144 and 145.",Mathematics,8,Squares and square roots,10336,60,0.0,Pythagorean triplet if one member of triplet is given (even number is given),"Calculate the triangular numbers that, when added together, result in a square number.",0.5,40-50%,Apply,40-50%
