question_text,Subject,grade,chapter,question_id,total_attempt,3PL,learning_unit,learning_objective,competency_score,competency_score_range,Bloom_tag,Predicted_competency_score_range
Match the following:,Biology,6,Getting to know plants ,5277,3,0.693147180559945,"Modification of Stem - Storage of Food, Support, Manufacturing Food",Demonstrate the repulsion and attraction between different poles of magnets using a simple experiment.,0.333333333333333,50-60%,Apply,70-80%
The pictograph shows the number of doughnuts made by four friends.How many more doughnuts did Hina make than Siya?,Mathematics,6,Data Handling,5091,3,0.693147180559945,Interpretation of pictographs,Explain the concept of reducing a fraction to its simplest form.,0.333333333333333,30-40%,Understand,30-40%
The pictograph shows the dance preference of high school students.How many students like Hip-hop and Jazz in total?,Mathematics,6,Data Handling,5081,3,0.693147180559945,Interpretation of pictographs,Recall the definition of simplest (or lowest) form of a fraction.,0.333333333333333,30-40%,Remember,30-40%
The following table shows the number of different types of plants in a garden.,Mathematics,6,Data Handling,5078,3,0.693147180559945,Construction of pictographs,Recall the definition of simplest (or lowest) form of a fraction.,0.333333333333333,30-40%,Remember,30-40%
"A bar graph is to be created to display the monthly rainfall in a region, where the measurements range from 10 mm to 90 mm.Riya and Manav analysed the data and made the following claims.Riya: A scale with measurements from 0 to 100 in increments of 10 is suitable for the bar graph.Manav: The most appropriate scale for the bar graph is 20 to 100 in increments of 15.Who is/are correct?",Mathematics,6,Data Handling,18107,3,0.693147180559945,Definition of scale factor,State the methods of comparing decimal numbers using visual models,0.333333333333333,30-40%,Remember,30-40%
"A table is in the shape of a rectangle whose width is 1.2 m. Calculate the perimeter of the table, if the length is thrice its width.",Mathematics,6,Mensuration,6575,6,0.693147180559945,Perimeter of a rectangle,Describe how adding decimal numbers involves aligning digits based on their place values and adding column by column.,0.333333333333333,30-40%,Understand,30-40%
Which statement is correct regarding the perimeter of a rectangle with length 4 units and width 3 units?,Mathematics,6,Mensuration,6572,6,0.693147180559945,Perimeter of a rectangle,Describe how adding decimal numbers involves aligning digits based on their place values and adding column by column.,0.333333333333333,30-40%,Understand,30-40%
The length and breadth of a rectangular field are in the ratio 4 : 3 and its perimeter is 42 m. Find the area of the field.,Mathematics,6,Mensuration,9398,6,0.693147180559945,Area of a rectangle using formula,State the definition of data and information and differentiate between them by highlighting their distinct characteristics.,0.333333333333333,30-40%,Remember,30-40%
What is the quotient when −7 is divided by 0?,Mathematics,7,Integers,13281,3,0.693147180559945,Division of integers by zero,Apply the additive identity property to simplify expressions involving integers.,0.333333333333333,30-40%,Apply,30-40%
"Riya calculated the mode as 38 and 43, for the following list of numbers: 38, 42, 35, 37, 45, 50, 32, 43, 43, 40, 36, 38, 43, 38, 47. Later, she realized that she made a mistake while listing the numbers as she wrote 38 instead of 37. What should be the correct mode?",Mathematics,7,Data Handling,17995,12,0.693147180559945,Definition of mode of the data,Calculate the product of a decimal and with a whole number.,0.333333333333333,30-40%,Apply,30-40%
"
The following data set represents the heights (in inches) of a group of students:
55, 58, 62, 64, 63, 61, 66
Which pair of values, when added to the dataset, keeps the median of the dataset the same?
",Mathematics,7,Data Handling,18175,15,0.693147180559945,Definition of median of the data,Recall the steps to multiply a decimal by a whole number.,0.333333333333333,30-40%,Remember,10-20%
Which of the following statements about the median of a dataset is/are correct?Statement I: The median falls between the dataset's minimum and maximum values.Statement II: The median does not necessarily divide the data into two equal parts.,Mathematics,7,Data Handling,18166,3,0.693147180559945,Definition of median of the data,Calculate the product of multiplying a decimal number by multiples of 10.,0.333333333333333,30-40%,Apply,30-40%
"The double bar graph below shows the favourite sports of students of two classes A and B.

For which sport, the number of students in class A is less than the number of students in class B?",Mathematics,7,Data Handling,18118,12,0.693147180559945,Interpretation of a double bar graph,State the various methods to multiply decimal numbers by other decimal numbers.,0.333333333333333,30-40%,Remember,60-70%
"Suppose there is a box containing m number of balls and out of these m balls, n balls are picked up. Which of the following relations represents a possible event?",Mathematics,7,Data Handling,18063,3,0.693147180559945,Definition of probability,Calculate the quotient by dividing a decimal number by a whole number.,0.333333333333333,30-40%,Apply,30-40%
What is the frequency of the number if it appears m times in the data set?,Mathematics,7,Data Handling,18310,6,0.693147180559945,Definition of frequency in data,"Explain why division by 10, 100, etc. involves shifting digits to the left.",0.333333333333333,30-40%,Understand,30-40%
Mahi and Aman are solving equation ‘5j − 9 = 34 by two different methods. Mahi: We will get the same equation if we add 9 to LHS and RHS or we transpose −9 from LHS to RHS.Aman: If we add 9 in LHS and RHS then the equation we get will not be the same as the equation we get by transposing −9 from LHS to RHS.Whose statement is/are correct?,Mathematics,7,Simple equations,5396,6,0.693147180559945,Solution of a simple equation by transpose method,Analyse different double bar graphs and interpret the comparison of two sets of data they represent.,0.333333333333333,30-40%,Analyse,50-60%
Which of the following statements is correct if we solve 2(x – 3) = 10 by the transposing method?,Mathematics,7,Simple equations,5903,9,0.693147180559945,Solution of a simple equation by transpose method,Apply the knowledge of a double bar graph to create one based on given data sets.,0.333333333333333,30-40%,Apply,30-40%
Which one of the following statements represents the given equation?7(x – 1) = 50,Mathematics,7,Simple equations,5677,6,0.693147180559945,Conversion of simple equations into statements,Apply the knowledge of interpreting double bar graphs to answer questions related to the comparison of two sets of data.,0.333333333333333,30-40%,Apply,30-40%
Consider the given quadrilateral.Which of the following angles is an exterior angle of the given quadrilateral?I: ∠aII: ∠gIII: ∠b,Mathematics,7,The Triangle and its Properties,23687,9,0.693147180559945,Exterior and interior angles of a polygon,Apply balancing method to simple equations.,0.333333333333333,30-40%,Apply,30-40%
"If (a, b, c) is a Pythagorean triplet and a = 6, b = 8, what is c?",Mathematics,7,The Triangle and its Properties,23796,3,0.693147180559945,Pythagorean triplets,Express the given equation in various statement form.,0.333333333333333,30-40%,Apply,30-40%
Which one of the following relations is correct for the given triangle?,Mathematics,7,The Triangle and its Properties,2643,6,0.693147180559945,Pythagoras property,Construct an equation for a given word problem (with a single variable).,0.333333333333333,30-40%,Apply,40-50%
Which one of the following relations is correct for the given triangle?,Mathematics,7,The Triangle and its Properties,2643,6,0.693147180559945,Pythagoras property,Construct an equation for a given word problem (with a single variable).,0.333333333333333,40-50%,Apply,40-50%
"
The side lengths of a triangle are 5 cm, 12 cm and 13 cm.Which of the following statements about this triangle is correct?
",Mathematics,7,The Triangle and its Properties,23848,9,0.693147180559945,Converse of Pythagoras property,Explain importance of solving simple equations in real-life contexts.,0.333333333333333,30-40%,Understand,30-40%
"Karan asked his friend to lend him ₹500 to buy his favorite toy. His friend agreed to lend him the money only if he gives him an extra ₹5 for every 2 months that pass before he returns it.
What is the total amount Karan must pay if he returns it after 8 months, and what is the monthly interest rate his friend is charging?
",Mathematics,7,Comparing Quantities,5893,3,0.693147180559945,Definition of amount in simple interest,Establish the relation between exterior angle and sum of opposite interior angles of a triangle,0.333333333333333,30-40%,Understand,30-40%
"Which of the following statements is/are true about the algebraic expression 3c3d2 + n2 m2 ?
Statement 1 : 1 is the coefficient of n2m2 inn2m2.Statement 2 : 3c3 d2 is the coefficient of variable n2 m2 .",Mathematics,7,Algebraic Expressions,3822,3,0.693147180559945,Definition of the coefficient of a term,Apply the skill of estimating the percentage of shaded regions in various diagrams and visual representations.,0.333333333333333,30-40%,Apply,30-40%
"Out of the given options, which expression is equal to 20?",Mathematics,7,Algebraic Expressions,3045,3,0.693147180559945,Evaluation of algebraic expressions,Analyse how variations in cost price and selling price affect the resulting loss percentage.,0.333333333333333,30-40%,Analyse,30-40%
"For any non-zero whole number a, (ab)c=_____, where b and c are whole numbers.",Mathematics,7,Exponents and Powers,22839,3,0.693147180559945,Law of power of a power for whole numbers,Identify positive rational numbers from a list of given numbers.,0.333333333333333,30-40%,Apply,30-40%
"Consider the two statements given below:Statement 1: [(−3)2]4 is greater than 6,000. Statement 2: If 64 = [(−2)2]m, then m = 6.Which of these statement(s) is/are correct?",Mathematics,7,Exponents and Powers,24204,3,0.693147180559945,Law of power of a power for integers,Describe what positive rational numbers are and how they can be expressed as fractions of integers with a positive numerator and denominator.,0.333333333333333,30-40%,Understand,30-40%
"Consider the two claims given below:Claim 1: [(−2)2]2 is less than 10. Claim 2: If 81 = [(−3)2]n,  then n = 2.Which of these claim(s) is/are correct?",Mathematics,7,Exponents and Powers,24207,3,0.693147180559945,Law of power of a power for integers,Describe what positive rational numbers are and how they can be expressed as fractions of integers with a positive numerator and denominator.,0.333333333333333,30-40%,Understand,30-40%
"Consider the statements given by the two students:Rishab: (2− 2 + 2− 3)− 1 is equivalent to 2− 5.Jiya: A number raised to a negative power is equal to one over the number raised to the positive opposite power.Who is/are correct?
",Mathematics,7,Exponents and Powers,15088,3,0.693147180559945,Law of power with negative exponent for whole numbers,Explain how rational numbers are located and ordered on a number line.,0.333333333333333,30-40%,Understand,30-40%
"Consider the statements given by the two students:Rohit:
 3−2 − 3−3
− 3−4 is equivalent to 3−9.Nitin: When subtracting powers with the same base, we subtract the exponents.Who is/are correct?",Mathematics,7,Exponents and Powers,15085,3,0.693147180559945,Law of power with negative exponent for whole numbers,Recall the concept of representing rational numbers on a number line.,0.333333333333333,30-40%,Remember,30-40%
Find the measure of x in the given figure.,Mathematics,8,Understanding Quadrilaterals,10935,9,0.693147180559945,Angle sum property of a pentagon,"State the definitions of monomial, binomial, and trinomial.",0.333333333333333,30-40%,Remember,30-40%
Find the measure of x in the given figure.,Mathematics,8,Understanding Quadrilaterals,10935,9,0.693147180559945,Angle sum property of a pentagon,"State the definitions of monomial, binomial, and trinomial.",0.333333333333333,70-80%,Remember,30-40%
"Consider the square 
ABCD given below.

                            




Naina was asked that if the length of the diagonal AC = 36 cm, what is the length of MD?
",Mathematics,8,Understanding Quadrilaterals,20722,3,0.693147180559945,"Properties of a square (related to its angles, sides and diagonals",Analyze the different values of expressions with varying input values.,0.333333333333333,30-40%,Analyse,30-40%
"In the given figure, the value of x is __________.",Mathematics,8,Understanding Quadrilaterals,10955,3,0.693147180559945,Angle sum property of a polygon,Describe the relationship between the variables and the resulting value in an expression.,0.333333333333333,40-50%,Understand,30-40%
"In the given figure, the value of x is __________.",Mathematics,8,Understanding Quadrilaterals,10955,3,0.693147180559945,Angle sum property of a polygon,Describe the relationship between the variables and the resulting value in an expression.,0.333333333333333,30-40%,Understand,30-40%
"In the given figure, the value of x is __________.",Mathematics,8,Understanding Quadrilaterals,10955,3,0.693147180559945,Angle sum property of a polygon,Describe the relationship between the variables and the resulting value in an expression.,0.333333333333333,70-80%,Understand,30-40%
PQRS is a rectangle. Obtain the length of its diagonals if PR = 6y + 8 units and SQ = 7y + 4 units.,Mathematics,8,Understanding Quadrilaterals,10769,3,0.693147180559945,"Properties of a rectangle (related to its sides, angles and diagonals",Explain the significance of an exponent in indicating repeated multiplication.,0.333333333333333,30-40%,Understand,30-40%
"Identify the random experiments from the given set of experiments.
1. Flipping a fair coin multiple times to observe the sequence of heads and tails.2. Picking a red colour ball from a box containing red balls.
3. Checking the result of a random number generator.
",Mathematics,8,Data Handling,17931,3,0.693147180559945,Definition of random experiment,Convert whole numbers into exponential form.,0.333333333333333,30-40%,Apply,30-40%
"What is the likelihood of selecting a 1 rupee coin from Neha's purse, given that she has twelve 1 rupee coins, eight 2 rupee coins, and three 5 rupee coins?",Mathematics,8,Data Handling,18071,6,0.693147180559945,Probability of a simple event,"Explain the concept of the law of product of power with same base, emphasising how it simplifies the multiplication of powers (whole number) with the same base (whole number).",0.333333333333333,30-40%,Understand,30-40%
"
The cost of major ingredients to prepare a dish is given:
Paneer: ₹ 450
Cashews: ₹ 150
Desi ghee: ₹ 400

Which of the following is the correct pie chart representing the expenses for each ingredient?


",Mathematics,8,Data Handling,18077,3,0.693147180559945,Construction of circle graph/pie chart,"Explain the concept of the law of product of power with same base, emphasising how it simplifies the multiplication of powers (integers) with the same base (integers).",0.333333333333333,30-40%,Understand,30-40%
"
The cost of major ingredients to prepare a dish is given:
Paneer: ₹ 450
Cashews: ₹ 150
Desi ghee: ₹ 400

Which of the following is the correct pie chart representing the expenses for each ingredient?


",Mathematics,8,Data Handling,18077,3,0.693147180559945,Construction of circle graph/pie chart,"Explain the concept of the law of product of power with same base, emphasising how it simplifies the multiplication of powers (integers) with the same base (integers).",0.333333333333333,50-60%,Understand,30-40%
Determine the smaller of two consecutive numbers between which there are 244 non-perfect square numbers.,Mathematics,8,Squares and square roots,10376,6,0.693147180559945,Non square numbers between any two consecutive square numbers,Deduce the law of product of power with the same exponent for integers.,0.333333333333333,30-40%,Analyse,30-40%
Which of the following is an example of an algebraic identity?,Mathematics,8,Algebraic expressions and identities,24380,3,0.693147180559945,Definition of algebraic identity,Apply the exterior angle sum property to find the measure of an exterior angle in a given polygon.,0.333333333333333,30-40%,Apply,80-90%
Which of the following expressions is equivalent to (a + b)2?,Mathematics,8,Algebraic expressions and identities,24504,3,0.693147180559945,Algebraic identity for (a+b)^2,Analyse the properties of a trapezium and compare them with other quadrilaterals.,0.333333333333333,30-40%,Analyse,30-40%
"Which of the following statements is correct about point K (m, n)?",Mathematics,8,Introduction to Graphs,12654,6,0.693147180559945,Coordinates of a point on a graph,Explain the properties that distinguish a square from other quadrilaterals.,0.333333333333333,30-40%,Understand,30-40%
The table represents the time and distance covered by a car.Which type of graph does this table represent?,Mathematics,8,Introduction to Graphs,23397,9,0.693147180559945,Construction of a linear graph,Explain why a kite has one pair of opposite angles that are congruent to each other.,0.333333333333333,30-40%,Understand,50-60%
"Rahul draws some shapes and sorts them in groups as shown.




Which of these figures shows a pair of convex polygons?
",Mathematics,8,Understanding Quadrilaterals,20370,9,0.693147180559945,Definition of convex polygon,Analyze complex problems by breaking down the use of rhombus properties,0.333333333333333,30-40%,Analyse,30-40%
A ______ polygon is a polygon in which at least one angle measures greater than 180°.,Mathematics,8,Understanding Quadrilaterals,10787,3,0.693147180559945,Definition of concave polygon,Apply the angle sum formula to find the total interior angle of a given polygon.,0.333333333333333,30-40%,Apply,40-50%
Which of the following festivals are not associated with the harvest season in India?,Biology,8,Crop production and management,10126,6,0.693147180559945,Festivals Related to Farming in Different Seasons in India,Describe why the sum of the first n odd numbers always results in a square number.,0.333333333333333,30-40%,Understand,30-40%
"Consider the following statements:An object always be at rest even if its position changes over time.A person sitting in a moving train is at rest, as seen by someone on the ground.For a car to be moving, it must continuously change its location over time.A ball rolling on the ground is in motion until it stops rolling.Which statements are correct?",Physics,6,Motion and Measurement ,16965,3,0.693147180559945,Comparison of object in the State of rest vs State of Motion,Describe the process of multiplying two monomials.,0.333333333333333,30-40%,Understand,30-40%
Which means of transportation is the most efficient way for a farmer to transport his grains to a location 15 kilometres away?,Physics,6,Motion and Measurement ,4390,3,0.693147180559945,Importance of Distance and Measurement,Recall the basic rules for multiplying two polynomials.,0.333333333333333,30-40%,Remember,80-90%
Sumith is creating a model to demonstrate the rectilinear motion of a ball by having it move down a slide. Which type of slide should he use for the model?,Physics,6,Motion and Measurement ,14313,3,0.693147180559945,Motion in Straight Line,Describe why the algebraic identity for (a + b)(a - b) is essential in factoring polynomials and provide an example of its use in factorisation.,0.333333333333333,30-40%,Understand,30-40%
"The given table shows the ingredients grouped into X, Y and Z based on their sources.Which option correctly listed other ingredients that can be included in X, Y and Z?          ",Biology,6,Food-where does it come from,9819,6,0.693147180559945,Variety of Food and Ingredients,"Investigate the properties of trapeziums, focusing on relationships between angles, sides, and their implications in various contexts.",0.333333333333333,30-40%,Analyse,30-40%
Fill in the blank with the correct option.Dodder is an example of ________ root.,Biology,6,Getting to know plants ,14811,9,0.693147180559945,"Modification of Root - Storage of Food, Support, Parasitic",Explain the factors that can cause a magnet to lose its magnetic properties.,0.333333333333333,30-40%,Understand,30-40%
Which of the following is/are the adaptive features of leaves of submerged plants?Narrow and thinHighly divided Broad and thick,Biology,6,The Living Organisms — Characteristics and Habitats,5888,6,0.693147180559945,"Adaptations in various aquatic plants and animals, and frogs.",Categorize given materials as transparent or non-transparent.,0.333333333333333,30-40%,Apply,30-40%
The table lists below the characteristics of different aquatic plants:What can be concluded about X and Y?,Biology,6,The Living Organisms — Characteristics and Habitats,5885,6,0.693147180559945,"Adaptations in various aquatic plants and animals, and frogs.",Categorize given materials as transparent or non-transparent.,0.333333333333333,30-40%,Apply,30-40%
"Identify the correct statement(s) from the set of given statements. The place where organisms live is called habitat.Adaptation provides food, water, air and shelter to organisms.Adaptation of organisms differs depending on their place of dwelling.Habitats remain consistent in all geographical locations.",Biology,6,The Living Organisms — Characteristics and Habitats,5727,3,0.693147180559945,Definition of habitats and adaptations.,Explain the process of measuring the length of a curved line.,0.333333333333333,30-40%,Understand,30-40%
Mia was given a saturated salt solution and wanted to dissolve additional salt into it. Her friends made the following suggestions before adding more salt:Alex: Keep stirring the solution vigorously and add sugar to it.Brianna: Pour the solution into a larger container.Carlos: Add more hot water to the solution.Dana: Apply heat to the solution.Which of her friend’s suggestion(s) will assist Mia in dissolving more salt?,Chemistry,6,Separation of Substances,16323,3,0.693147180559945,Definition of saturated and unsaturated solutions.,Students will associate various types of joints with corresponding human body movements.,0.333333333333333,30-40%,Apply,30-40%
A junk dealer is separating objects that are hard and soft. Which of the following ways will help him easily categorise the objects as hard and soft?Compress each objectWeigh each object.Scratch the surface of each objectInspect each object just visually,Chemistry,6,Sorting Materials into Groups ,879,6,0.693147180559945,Properties of materials-Hardness,Students will list the major types of nutrients and their primary sources in food.,0.333333333333333,30-40%,Remember,30-40%
Which of the following are the correct statements regarding the effects of deforestation?,EVS,7,Forest - our lifeline,6802,6,0.693147180559945,Definition of deforestation and its consequences,Students will recall the definitions of malnutrition and obesity.,0.333333333333333,30-40%,Remember,30-40%
"The land breeze is a phenomenon where the wind blows from the land to the sea.In coastal regions, how does the transfer of heat by convection contribute to the land breeze, where winds blow from the land towards the sea?",Physics,7,Heat,14324,6,0.693147180559945,Application of convection,"Identify and name a diverse range of food ingredients from various categories, including grains, fruits, vegetables, dairy, honey, etc.",0.333333333333333,30-40%,Remember,30-40%
"Three ice cubes of the same size are placed on an ebonite, glass and steel sheet. The melting of the ice cubes was observed on all three surfaces by supplying the same amount of heat to all three surfaces simultaneously. After some time, we observed the ice cube________.",Physics,7,Heat,3091,3,0.693147180559945,Application of heat conduction,"Identify and name a diverse range of food ingredients from various categories, including grains, fruits, vegetables, dairy, honey, etc.",0.333333333333333,30-40%,Remember,30-40%
Identify the devices that cannot be made without the use of lenses.TelescopesMicrophonesMagnifying glasses,Physics,7,Light,5145,3,0.693147180559945,Definition of lenses,"Identify the diverse animals, plants, and natural objects seen in different surroundings like mountains, deserts, and water bodies.",0.333333333333333,30-40%,Understand,30-40%
"On converting the unit of speed 15 m/s into km/h, we get_____.",Physics,7,Motion and time,3322,3,0.693147180559945,Units of Speed,Students will use examples to illustrate the adaptations of mountain region animals and plants in response to their environment.,0.333333333333333,30-40%,Apply,30-40%
"Aftab travelled from A to B in 25 seconds, from B to C in 1 minute 30 seconds and finally from C to A in 2 minutes. What is the average speed of Aftab in km/h in travelling from A to C and back to A?",Physics,7,Motion and time,3228,9,0.693147180559945,Calculation of Speed Using its Formula,Students will identify adaptations in specific mountain region animals and plants.,0.333333333333333,30-40%,Remember,30-40%
A student suggests that the distance an object travels can be determined using the speed formula. Is this suggestion accurate?,Physics,7,Motion and time,16433,3,0.693147180559945,Calculation of Distance using Formula of Speed,"Students will identify adaptations of various aquatic plants, animals, and frogs.",0.333333333333333,30-40%,Remember,30-40%
Plant A is grown from the seed and plant B is grown without using seed. Identify the correct row from the given table.,Biology,7,Reproduction in plants,7849,15,0.693147180559945,Definition of reproduction in plants,Explain how poor sanitation contributes to the spread of waterborne diseases.,0.333333333333333,30-40%,Understand,30-40%
"Look at the table which shows the vegetative parts and reproductive parts of a plant. Which of these are incorrectly matched? 
",Biology,7,Reproduction in plants,7867,3,0.693147180559945,Definition of reproduction in plants,Design a simple flowchart illustrating the sequence of stages in a wastewater treatment plant.,0.333333333333333,30-40%,Apply,30-40%
The image shows a typical bisexual flower. Identify the correct row which shows the exact place where male and female gametes are produced in bisexual flowers.,Biology,7,Reproduction in plants,7572,12,0.693147180559945,"Flowers, pollination and life cycle of a flowering plant",Classify given materials as heat conductors or insulators.,0.333333333333333,30-40%,Apply,30-40%
What objective is achieved by increasing the depth of inhalation and breathing rate in a person going for a run?,Biology,7,Respiration in Organisms,4569,3,0.693147180559945,Definition of Breathing and Breathing Rate,Summarize the steps involved in the convection cycle.,0.333333333333333,30-40%,Understand,30-40%
"Aditi has written a few statements regarding respiration in plants in the table.When she shows this table to her friend Reshma, Reshma claims that the table has mistakes. What are the correct statements made by Aditi in the table?",Biology,7,Respiration in Organisms,18848,3,0.693147180559945,Introduction to respiration in Plants,List/Identify the characteristics of plane mirror and image formed by it.,0.333333333333333,30-40%,Remember,30-40%
Which of the following statements are true about neutralisation reactions?I. Only acid neutralises the base.II. Only the base neutralises the acid.III. Acid and base neutralise the effect of each other.IV. Heat is always evolved in a neutralisation reaction.,Chemistry,7,Acids bases and salts,2246,3,0.693147180559945,Definition of neutralisation reaction,Describe and label the different parts of a pendulum.,0.333333333333333,30-40%,Understand,30-40%
An industry wants to dispose of its acidic wastewater. Which of the following should they avoid to clean up their water before they dump it into rivers and lakes?,Chemistry,7,Acids bases and salts,14057,12,0.693147180559945,Practical applications of neutralisation,Calculate distance given speed and time.,0.333333333333333,30-40%,Understand,30-40%
Krishna carried out research on the conditions required for rusting. He took three test tubes with different conditions. Identify in which test tube the rusting will occur.,Chemistry,7,Physical and chemical changes,18650,6,0.693147180559945,Rusting of Iron as a Chemical Change,Students will match secretions with their respective organs and corresponding functions in digestion.,0.333333333333333,30-40%,Apply,30-40%
The workers at coastal ports were pushing the ship on the sea sand when they noticed that it experienced resistance. They then decided to take it into the sea. Will the ship also experience resistance to its motion in the water?,Physics,8,Friction ,13811,3,0.693147180559945,Definition of fluid friction,"Students will define cellular respiration, and identify the basic processes involved in aerobic and anaerobic cellular respiration.",0.333333333333333,30-40%,Remember,30-40%
"In an activity, a teacher asks each of the four students to list the musical instruments of different vibrating parts. The table shows the details of musical instruments listed by each student.Which student correctly lists all three instruments of different vibrating parts?",Physics,8,Sound,20049,3,0.693147180559945,"Musical Instruments and their Vibrating Parts (string, wind, and percussion)","Understand/Draw/Explain that the human respiratory system encompasses structures like the nose, pharynx, trachea, bronchi, and lungs, working together to facilitate the exchange of gases during respiration.",0.333333333333333,30-40%,Understand,30-40%
"Imagine two friends, Akash and Sahil, who each have identical, flat pieces of plastic. Akash tries to make a sound by simply blowing air on the plastic sheet. Sahil, however, is a bit more clever. He makes a small cut in his piece of plastic and then blows air through the opening. Which friend is more likely to produce a sound?",Physics,8,Sound,21729,3,0.693147180559945,Mechanism of production of sound in humans,Demonstrate the understanding of breathing mechanism to describe how changes in lung volume cause air movement in and out of the respiratory system.,0.333333333333333,30-40%,Apply,30-40%
"Consider the following statements given by three students:Student P: ""We can hear the sound of wind because sound can travel through liquid.""Student Q: ""We can hear the bell ringing if the alarm is kept in a vacuum glass jar because sound can travel through a vacuum.Student R: ""We can hear the chirping of birds because sound can travel through the air.""Who is/are correct?",Physics,8,Sound,21404,3,0.693147180559945,Propagation of sound through different mediums,"Analyze the potential consequences of suppressing or inhibiting sneezing, discussing how it might impact the body's ability to eliminate irritants and maintain respiratory health.",0.333333333333333,30-40%,Analyse,30-40%
"Knowing that a dog can hear frequencies higher than the hearing frequency range of human ears, a pet owner wants to train his dog without disturbing his neighbors. Which whistle from the table given below should he choose?",Physics,8,Sound,20008,12,0.693147180559945,Frequency range of Human Hearing,Recall the basic concept of respiration in plants.,0.333333333333333,30-40%,Remember,30-40%
How do trees planted along roads and buildings help in minimizing noise pollution?,Physics,8,Sound,20053,3,0.693147180559945,Measures to Limit Noise Pollution,Utilize the understanding of indicator properties to select appropriate indicators for specific testing scenarios.,0.333333333333333,30-40%,Apply,30-40%
A student records the number of oscillations for four pendulums corresponding to the time taken.Which pendulum has the largest and lowest frequency?,Physics,8,Sound,21721,3,0.693147180559945,Definition of frequency of vibration and its relationship with time period,Utilize the understanding of indicator properties to select appropriate indicators for specific testing scenarios.,0.333333333333333,30-40%,Apply,30-40%
What is the frequency of a pendulum that completes 80 oscillations within a time period of 1 second?,Physics,8,Sound,21708,3,0.693147180559945,Definition of frequency of vibration and its relationship with time period,Describe the characteristics that make indicators suitable for acid-base testing.,0.333333333333333,30-40%,Understand,30-40%
The image shows a tool that farmers use in crop production.What purpose does this tool serve?,Biology,8,Crop production and management,12849,3,0.693147180559945,Soil preparation for crop production,Differentiate between physical changes and chemical changes.,0.333333333333333,30-40%,Remember,30-40%
"Study the given figure and select the incorrect statements regarding X and Y. 


Organism X is a unicellular green alga.
Organism Y causes diseases in human beings. 
Both organisms X and Y can synthesise their food.
Organism Y is a unicellular organism with both plant and animal characteristics.
",Biology,8,Microorganisms : Friend And Foe,10533,3,0.693147180559945,Introduction to Microorganisms,List examples of physical changes encountered in daily life.,0.333333333333333,30-40%,Remember,30-40%
The changes that occur in adolescence are controlled by hormones. The table lists some changes along with the hormones that lead to these changes.Which changes are correctly matched with the hormones causing them?,Biology,8,Reaching The Age Of Adolescence,20601,18,0.693147180559945,Secondary Sexual Characteristics and Role of Hormones ,Critique various definitions or explanations of liquid pressure/hydrostatic pressure from different sources for clarity and comprehensiveness.,0.333333333333333,30-40%,Analyse,30-40%
The table lists the amount of heat energy produced by the burning of four fuels.Identify which fuel has the maximum calorific value.,Chemistry,8,Combustion and Flame,17985,3,0.693147180559945,"Definition, Types, and Characteristics of Fuel",Interlocking between two surfaces as a cause of friction,0.333333333333333,50-60%,Apply,30-40%
The table lists the amount of heat energy produced by the burning of four fuels.Identify which fuel has the maximum calorific value.,Chemistry,8,Combustion and Flame,17985,3,0.693147180559945,"Definition, Types, and Characteristics of Fuel",Interlocking between two surfaces as a cause of friction,0.333333333333333,30-40%,Apply,30-40%
The table lists the amount of heat energy produced by the burning of four fuels.Identify which fuel has the maximum calorific value.,Chemistry,8,Combustion and Flame,17985,3,0.693147180559945,"Definition, Types, and Characteristics of Fuel",Interlocking between two surfaces as a cause of friction,0.333333333333333,30-40%,Apply,30-40%
"Fill in the blanks with the correct option:On burning coal in the air, it produces ____X____, ____Y____ and light.",Chemistry,8,Combustion and Flame,11474,15,0.693147180559945,Definition and Explanation of Combustion,"Illustrate real-life scenarios where excessive friction has caused damage or inefficiencies, like the heating up of machinery parts.",0.333333333333333,30-40%,Apply,30-40%
Deepti was cooking rice in the kitchen and suddenly a fire broke out due to a short circuit. Choose the best action from the following options to extinguish the fire and prevent further danger.Pour water on the fire to extinguish it. Pour cooking oil on the metre.Use a fire extinguisher immediately.Use a cloth to cover the metre.,Chemistry,8,Combustion and Flame,18010,6,0.693147180559945,Different ways to control various fire hazards,Describe how friction can result in the generation of heat energy or lead to the deterioration of materials.,0.333333333333333,30-40%,Understand,30-40%
Sarah claims that burning of coal dust occurs very slowly while burning of coal is an example of spontaneous combustion. Is Sarah’s claim accurate?,Chemistry,8,Combustion and Flame,18024,3,0.693147180559945,"Types of Combustion (e.g., Rapid, Spontaneous)","Differentiate between the conditions or factors that cause objects to experience static, limiting, or sliding friction.",0.333333333333333,30-40%,Analyse,30-40%
A student in his final examination was asked to classify some substances into combustible and non-combustible substances. The image shows a snapshot of his answer sheet with that question attempted. Identify the substances which are classified correctly in the table.,Chemistry,8,Combustion and Flame,11503,3,0.693147180559945,Combustible and Non-combustible substances,List the factors affecting fluid friction,0.333333333333333,30-40%,Remember,30-40%
Chinky made three pinhole cameras using three opaque strips with very small holes of different shapes as shown. She obtained the image of the Sun using each one of them.Which of the shape(s) will give the sharpest image of the Sun?,Physics,6,"Light, shadow and reflection",2230,3,0.693147180559945,Characteristics of Pinhole Images,Explain how trees can help in reducing the effects of noise pollution,0.333333333333333,30-40%,Understand,30-40%
